name	description	median_diff
Hs~Ref:NM_201564.1~uORF:IOH42223	synaptonemal complex central element protein 1 (SYCE1), transcript variant 2	459.5
Hs~Ref:NM_005028.3~uORF:IOH11029	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha (PIP4K2A)	459.0
Hs~Ref:NM_144563.1~uORF:IOH11053	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase) (RPIA)	459.0
Hs~Ref:NM_001009959.1~uORF:IOH43447	Ermin	458.5
Hs~MGC:BC040844.1~uORF:IOH26310	synaptotagmin binding, cytoplasmic RNA interacting protein (SYNCRIP)	458.5
Hs~Ref:NM_018243.1~uORF:IOH5880	septin 11 (SEPT11)	458.0
Hs~MGC:BC028244.1~uORF:IOH11643	E2F transcription factor 8 (E2F8)	458.0
Hs~Ref:NM_138781.2~uORF:IOH58618	similar to envelope protein (LOC113386)	457.0
Hs~MGC:BC016440.1~uORF:IOH10264	nuclear prelamin A recognition factor (NARF)	456.5
Hs~MGC:BC009230.2~uORF:IOH12659	P antigen family, member 5 (prostate associated) (PAGE5)	456.0
Hs~MGC:BC021551.1~uORF:IOH14682	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein (NFATC2IP)	455.5
Hs~Ref:NM_003334.2~uORF:IOH22897	ubiquitin-activating enzyme E1 (UBE1), transcript variant 1	455.0
Hs~Ref:NM_015407.3~uORF:IOH4118	abhydrolase domain containing 14A (ABHD14A)	455.0
Hs~Ref:NM_172014.1~uORF:IOH44426	tumor necrosis factor (ligand) superfamily, member 14 (TNFSF14), transcript variant 2	454.5
Hs~Ref:NM_000638.2~uORF:IOH6660	vitronectin (VTN)	454.5
Hs~Ref:NM_021967.1~uORF:IOH45915	small EDRK-rich factor 1A (telomeric) (SERF1A)	454.5
Hs~Ref:NM_145050.1~uORF:IOH12883	coiled-coil domain containing 26 (CCDC26)	454.5
Hs~MGC:BC018113.1~uORF:IOH11302	ubiquitin specific peptidase 3 (USP3)	454.0
Hs~Ref:NM_016186.1~uORF:IOH12195	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10 (SERPINA10), transcript variant 1	454.0
Hs~Ref:NM_005870.3~uORF:IOH53845	Histone deacetylase complex subunit SAP18	453.0
Hs~MGC:NM_174903.2~uORF:IOH22522	RING finger protein 151	452.5
Hs~MGC:BC050393.1~uORF:IOH26678	F-box protein 25 (FBXO25)	452.5
Hs~MGC:BC028301.1~uORF:IOH11759	chromosome 18 open reading frame 56 (C18orf56)	452.0
Hs~Ref:NM_021026.1~uORF:IOH43261	ret finger protein-like 1 (RFPL1)	452.0
Hs~Ref:NM_138279.1~uORF:IOH35268	BCL2/adenovirus E1B 19kD interacting protein like (BNIPL), transcript variant 2	451.0
Hs~MGC:BC014353.1~uORF:IOH23005	Stathmin	451.0
Hs~Ref:NM_018270.3~uORF:IOH14702	MRG-binding protein	451.0
Hs~Ref:NM_007079.2~uORF:IOH4497	Protein tyrosine phosphatase type IVA 3	451.0
Hs~Ref:NM_031989.2~uORF:IOH4487	poly(rC) binding protein 2 (PCBP2), transcript variant 2	450.5
Hs~Ref:NM_018638.4~uORF:IOH60258	Ethanolamine kinase 1	450.5
Hs~MGC:BC022893.1~uORF:IOH46101	potassium channel tetramerisation domain containing 6 (KCTD6)	450.5
Hs~Ref:NM_007194.2~N/A	CHK2 checkpoint homolog (S. pombe) (CHEK2), transcript variant 1	450.0
Hs~MGC:BC009764.1~uORF:IOH12737	mitochondrial ribosomal protein L48 (MRPL48)	450.0
Hs~MGC:BC032662.1~uORF:IOH21986	polymerase (DNA directed) iota (POLI)	450.0
Hs~Ref:NM_007000.2~uORF:IOH35385	uroplakin 1A (UPK1A)	449.5
Hs~Ref:NM_032461.2~uORF:IOH22292	SPANX family, member B1 (SPANXB1)	449.5
Hs~Ref:NM_004837.2~uORF:IOH7323	geranylgeranyl diphosphate synthase 1 (GGPS1), transcript variant 1	449.5
Hs~MGC:BC022958.1~uORF:IOH11908	chromosome 9 open reading frame 97 (C9orf97)	448.5
Hs~MGC:BC014057.1~uORF:IOH14544	Dehydrogenase/reductase SDR family member 1	448.5
Hs~Ref:NM_002631.2~uORF:IOH3407	phosphogluconate dehydrogenase (PGD)	448.5
Hs~Ref:NM_138771.1~uORF:IOH10465	Coiled-coil domain-containing protein 126	448.5
Hs~Ref:NM_201521.1~uORF:IOH43964	kinesin light chain 4 (KLC4), transcript variant 1	448.0
Hs~MGC:BC001258.1~uORF:IOH3053	phosphoglucomutase 3 (PGM3)	448.0
Hs~Ref:NM_130389.2~uORF:IOH59768	Tripartite motif-containing protein 34	447.5
Hs~Ref:NM_004577.3~uORF:IOH39828	phosphoserine phosphatase (PSPH)	447.5
Hs~MGC:BC035975.1~uORF:IOH27963	Uromodulin	447.5
Hs~MGC:BC050546.1~uORF:IOH26928	MYB binding protein (P160) 1a (MYBBP1A)	447.5
Hs~Ref:NM_012148.1~uORF:IOH39321	double homeobox, 3 (DUX3)	446.5
Hs~Ref:NM_021173.2~uORF:IOH45937	polymerase (DNA-directed), delta 4 (POLD4)	446.0
Hs~Ref:NM_002093.2~CAT:PV3365	glycogen synthase kinase 3 beta (GSK3B)	446.0
Hs~Ref:NM_022497.2~uORF:IOH1725	mitochondrial ribosomal protein S25 (MRPS25), nuclear gene encoding mitochondrial protein	446.0
Hs~Ref:NM_024754.2~uORF:IOH12500	pentatricopeptide repeat domain 2 (PTCD2)	445.5
Hs~Ref:NM_001500.1~uORF:IOH4377	GDP-mannose 4,6 dehydratase	445.5
Hs~MGC:BC036089.1~uORF:IOH27267	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 (MLLT3)	445.5
Hs~MGC:BC010056.2~uORF:IOH13015	melanoma antigen family F, 1 (MAGEF1)	444.5
Hs~MGC:BC053610.1~uORF:IOH28998	protein kinase, AMP-activated, beta 2 non-catalytic subunit (PRKAB2)	444.0
Hs~Ref:NM_006829.1~uORF:IOH5620	chromosome 10 open reading frame 116 (C10orf116)	444.0
Hs~Ref:NM_003821.2~N/A	receptor-interacting serine-threonine kinase 2 (RIPK2)	444.0
Hs~Ref:NM_130809.2~uORF:IOH40868	Protein PPRC1	444.0
Hs~MGC:BC066341.1~uORF:IOH61487	Ferritin heavy chain	443.5
Hs~Ref:NM_001834.2~uORF:IOH43456	clathrin, light chain (Lcb) (CLTB), transcript variant 1, mRNA.	443.5
Hs~MGC:NM_182623.1~uORF:IOH27355	family with sequence similarity 131, member C (FAM131C)	443.0
Hs~MGC:BC024281.1~uORF:IOH14073	RAB, member of RAS oncogene family-like 2B (RABL2B)	442.5
Hs~MGC:BC011735.2~uORF:IOH13045	phospholipid scramblase 3 (PLSCR3)	442.0
Hs~MGC:BC098302.1~uORF:IOH63362	Kanadaptin	442.0
Hs~MGC:BC051911.1~uORF:IOH27047	chromosome 13 open reading frame 24 (C13orf24)	442.0
Hs~MGC:BC002616.1~uORF:IOH4117	transgelin 2 (TAGLN2)	442.0
Hs~MGC:BC000503.1~uORF:IOH3515	Rab9 effector protein with kelch motifs (RABEPK)	441.5
Hs~Ref:NM_144736.3~uORF:IOH40597	Protein midA homolog, mitochondrial	441.5
Hs~Ref:NM_000430.2~uORF:IOH39940	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa (PAFAH1B1)	441.0
Hs~MGC:NM_181703.1~uORF:IOH13936	gap junction protein, alpha 5, 40kDa (GJA5), transcript variant B	441.0
Hs~Ref:NM_015833.1~uORF:IOH38242	adenosine deaminase, RNA-specific, B1 (RED1 homolog rat) (ADARB1), transcript variant 2	441.0
Hs~MGC:BC021245.2~uORF:IOH46078	AFG3 ATPase family gene 3-like 1 (S. cerevisiae) (AFG3L1)	441.0
Hs~Ref:NM_002415.1~uORF:IOH3502	macrophage migration inhibitory factor (glycosylation-inhibiting factor) (MIF)	441.0
Hs~MGC:BC065731.1~uORF:IOH62864	Neutrophil cytosol factor 1	441.0
Hs~MGC:BC001743.1~uORF:IOH4884	cDNA clone IMAGE:3537461, **** WARNING: chimeric clone ****	440.5
Hs~MGC:BC011906.1~uORF:IOH12531	iron-sulfur cluster scaffold homolog (E. coli) (ISCU)	440.5
Hs~MGC:BC008819.1~uORF:IOH6323	nuclear receptor subfamily 1, group H, member 3 (NR1H3)	440.5
Hs~Ref:NM_000858.2~uORF:IOH6313	guanylate kinase 1 (GUK1)	440.5
Hs~Ref:NM_014747.2~uORF:IOH4568	regulating synaptic membrane exocytosis 3 (RIMS3)	440.5
Hs~Ref:NM_184237.1~uORF:IOH41717	RNA binding motif protein 39 (RBM39), transcript variant 3	440.0
Hs~MGC:BC018445.1~uORF:IOH9764	Lactation elevated protein 1	440.0
Hs~Ref:NM_005037.3~uORF:IOH39661	peroxisome proliferator-activated receptor gamma (PPARG), transcript variant 4	439.5
Hs~MGC:BC037780.2~uORF:IOH27748	Glutamate decarboxylase 1	439.5
Hs~MGC:BC004921.1~uORF:IOH5220	hypothetical protein BC004921 (LOC93349)	439.5
Hs~Ref:NM_014214.1~uORF:IOH13690	inositol(myo)-1(or 4)-monophosphatase 2 (IMPA2)	439.0
Hs~Ref:NM_032848.1~uORF:IOH13466	chromosome 12 open reading frame 52 (C12orf52)	439.0
Hs~Ref:NM_002629.2~uORF:IOH13682	phosphoglycerate mutase 1 (brain) (PGAM1)	438.5
Hs~Ref:NM_005917.2~uORF:IOH59077	Malate dehydrogenase, cytoplasmic	438.5
Hs~Ref:NM_144767.3~uORF:IOH44040	A kinase (PRKA) anchor protein 13 (AKAP13), transcript variant 3	438.0
Hs~MGC:BC044582.1~uORF:IOH62427	Ubiquitin-like protein 3	438.0
Hs~MGC:BC041876.1~uORF:IOH27738	tau tubulin kinase 2 (TTBK2)	437.5
Hs~Ref:NM_003605.3~uORF:IOH42213	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) (OGT), transcript variant 3, mRNA.	437.5
Hs~Ref:NM_138316.2~uORF:IOH59336	Pantothenate kinase 1	437.5
Hs~Ref:NM_001833.1~uORF:IOH13701	clathrin, light chain (Lca) (CLTA), transcript variant 1, mRNA.	437.5
Hs~MGC:NM_005533.2~uORF:IOH3930	interferon-induced protein 35 (IFI35)	437.0
Hs~MGC:NM_201280.1~uORF:IOH43536	muted homolog (mouse) (MUTED)	437.0
Hs~Ref:NM_005313.3~uORF:IOH14276	protein disulfide isomerase family A, member 3 (PDIA3)	436.5
Hs~MGC:BC051762.1~uORF:IOH28838	Uncharacterized protein C20orf96	435.5
Hs~Ref:NM_138395.2~uORF:IOH43092	methionyl-tRNA synthetase 2, mitochondrial (MARS2), nuclear gene encoding mitochondrial protein	435.5
Hs~Ref:NM_152260.1~uORF:IOH40870	RNA pseudouridylate synthase domain containing 2 (RPUSD2)	435.5
Hs~MGC:BC009623.1~uORF:IOH9844	nucleophosmin (nucleolar phosphoprotein B23, numatrin) (NPM1)	435.5
Hs~Ref:NM_004530.1~uORF:IOH4128	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase) (MMP2)	435.5
Hs~MGC:BC060773.1~uORF:IOH29187	SRY (sex determining region Y)-box 5 (SOX5)	435.0
Hs~Ref:NM_004906.3~uORF:IOH40770	Wilms tumor 1 associated protein (WTAP), transcript variant 1	435.0
Hs~Ref:NM_020438.3~uORF:IOH40220	dolichyl pyrophosphate phosphatase 1 (DOLPP1)	434.0
Hs~MGC:BC009510.1~uORF:IOH12049	chromosome 9 open reading frame 123 (C9orf123)	434.0
Hs~MGC:BC001709.1~uORF:IOH4911	NAD kinase (NADK)	434.0
Hs~Ref:NM_020426.1~uORF:IOH29483	lysozyme-like 6 (LYZL6)	432.5
Hs~Ref:NM_139279.3~uORF:IOH25779	multiple coagulation factor deficiency 2 (MCFD2)	432.5
Hs~Ref:NM_002690.1~uORF:IOH41443	polymerase (DNA directed), beta (POLB)	432.0
Hs~Ref:NM_005785.2~uORF:IOH21937	ring finger protein 41 (RNF41), transcript variant 1	432.0
Hs~MGC:BC024004.1~uORF:IOH11309	Rap guanine nucleotide exchange factor (GEF) 4 (RAPGEF4)	431.5
Hs~MGC:BC031090.1~uORF:IOH22578	RALY RNA binding protein-like (RALYL)	431.5
Hs~MGC:BC020739.1~uORF:IOH14471	interleukin 13 receptor, alpha 2 (IL13RA2)	431.5
Hs~MGC:BC020691.1~uORF:IOH12187	pre-B-cell colony enhancing factor 1 (PBEF1)	431.5
Hs~MGC:BC010358.1~uORF:IOH14272	cytochrome P450, family 39, subfamily A, polypeptide 1 (CYP39A1)	431.5
Hs~Ref:NM_016207.2~uORF:IOH14059	cleavage and polyadenylation specific factor 3, 73kDa (CPSF3)	431.0
Hs~MGC:BC022258.1~uORF:IOH12079	von Willebrand factor (VWF)	430.5
Hs~MGC:BC000769.1~uORF:IOH3832	chromosome 7 open reading frame 25 (C7orf25)	430.5
Hs~MGC:BC032852.2~uORF:IOH27153	melanoma antigen family B, 4 (MAGEB4)	430.0
Hs~Ref:NM_207168.1~uORF:IOH40772	endosulfine alpha (ENSA), transcript variant 8	430.0
Hs~Ref:NM_021803.1~CAT_PHC0215	interleukin 21 (IL21)	429.5
Hs~Ref:NM_002315.1~uORF:IOH58985	Rhombotin-1	429.0
Hs~Ref:NM_002230.1~uORF:IOH54131	Junction plakoglobin	429.0
Hs~MGC:BC047865.1~uORF:IOH26933	mitogen-activated protein kinase kinase kinase kinase 2 (MAP4K2)	428.5
Hs~Ref:NM_006255.1~N/A	protein kinase C, eta	428.5
Hs~MGC:BC011885.1~uORF:IOH14206	eukaryotic translation initiation factor 2A, 65kDa (EIF2A)	428.5
Hs~Ref:NM_014326.2~uORF:IOH21336	Death-associated protein kinase 2	428.0
Hs~Ref:NM_025241.1~uORF:IOH41143	UBX domain containing 1 (UBXD1)	428.0
Hs~MGC:BC096113.3~uORF:IOH63206	Parvalbumin alpha	427.5
Hs~Ref:NM_014321.2~uORF:IOH39827	origin recognition complex, subunit 6 like (yeast) (ORC6L)	427.0
Hs~Ref:NM_003335.2~uORF:IOH6479	ubiquitin-activating enzyme E1-like (UBE1L)	427.0
Hs~Ref:NM_207499.1~uORF:IOH37385	Patched domain-containing protein C6orf138	426.5
Hs~MGC:BC020256.1~uORF:IOH12255	Protein KIAA1199	426.0
Hs~Ref:NM_000689.3~uORF:IOH57094	Retinal dehydrogenase 1	426.0
Hs~Ref:NM_006790.1~uORF:IOH7249	myotilin (MYOT)	426.0
Hs~MGC:BC033196.1~uORF:IOH23248	EF-hand calcium binding domain 4A (EFCAB4A)	426.0
Hs~Ref:NM_006324.1~uORF:IOH3019	craniofacial development protein 1 (CFDP1)	426.0
Hs~MGC:BC036365.1~uORF:IOH22309	PH domain-containing protein C10orf81	426.0
Hs~MGC:BC068460.1~uORF:IOH40106	thiamin pyrophosphokinase 1 (TPK1)	425.5
Hs~Ref:NM_014077.1~uORF:IOH4219	family with sequence similarity 32, member A (FAM32A)	425.5
Hs~Ref:NM_004148.2~uORF:IOH28049	ninjurin 1 (NINJ1)	425.5
Hs~MGC:BC023982.1~uORF:IOH14039	chromosome 5 open reading frame 32 (C5orf32)	425.0
Hs~Ref:NM_001003892.1~uORF:IOH60467	Dual specificity phosphatase DUPD1	425.0
Hs~MGC:BC032454.1~uORF:IOH21666	serologically defined colon cancer antigen 8 (SDCCAG8)	425.0
Hs~Ref:NM_144593.1~uORF:IOH11628	Ras homolog enriched in brain like 1 (RHEBL1)	424.5
Hs~Ref:NM_001280.1~uORF:IOH2905	cold inducible RNA binding protein (CIRBP)	424.5
Hs~Ref:NM_024060.1~uORF:IOH21405	AHNAK nucleoprotein (AHNAK), transcript variant 2	424.5
Hs~MGC:BC042035.1~uORF:IOH62381	MGC72080 pseudogene, mRNA (cDNA clone MGC:48448 IMAGE:5266019), complete cds.	424.5
Hs~MGC:BC067768.1~uORF:IOH61696	Geranylgeranyl pyrophosphate synthetase	424.5
Hs~MGC:BC018063.1~uORF:IOH10722	potassium channel tetramerisation domain containing 4 (KCTD4)	424.0
Hs~MGC:BC032825.2~uORF:IOH26816	SH3-domain GRB2-like 2 (SH3GL2)	423.5
Hs~Ref:NM_178582.1~uORF:IOH42341	histocompatibility (minor) 13 (HM13), transcript variant 4	423.5
Hs~Ref:NM_152857.1~uORF:IOH3479	Wilms tumor 1 associated protein (WTAP), transcript variant 2	423.5
Hs~Ref:NM_006622.1~CAT:PV4204	Serine/threonine-protein kinase PLK2	423.5
Hs~MGC:BC012131.1~uORF:IOH13142	chromosome 14 open reading frame 149 (C14orf149)	423.5
Hs~Ref:NM_003607.1~N/A	Serine/threonine-protein kinase MRCK alpha	423.0
Hs~MGC:BC100765.2~uORF:IOH63417	Xg blood group, mRNA (cDNA clone MGC:118759 IMAGE:40000158), complete cds	423.0
Hs~Ref:NM_007054.1~uORF:IOH26900	kinesin family member 3A (KIF3A)	422.5
Hs~MGC:BC007609.1~uORF:IOH6912	E2F transcription factor 2 (E2F2)	422.5
Hs~MGC:BC046645.1~uORF:IOH26386	collagen and calcium binding EGF domains 1 (CCBE1)	422.5
Hs~MGC:BC035716.2~uORF:IOH28745	interferon regulatory factor 9 (ISGF3G)	422.5
Hs~MGC:BC017117.1~uORF:IOH10010	cAMP responsive element modulator (CREM)	421.5
Hs~Ref:NM_012316.2~uORF:IOH10787	Importin subunit alpha-7	421.5
Hs~MGC:BC036075.1~uORF:IOH27252	GIPC PDZ domain containing family, member 2 (GIPC2)	421.5
Hs~Ref:NM_032837.1~uORF:IOH14641	family with sequence similarity 104, member A (FAM104A), transcript variant 2	421.5
Hs~Ref:NM_001896.2~uORF:IOH6369	casein kinase 2, alpha prime polypeptide (CSNK2A2)	421.5
Hs~Ref:NM_020661.1~uORF:IOH6382	activation-induced cytidine deaminase (AICDA)	421.0
Hs~MGC:BC015221.1~uORF:IOH11566	tescalcin (TESC)	421.0
Hs~Ref:NM_016289.2~uORF:IOH10730	calcium binding protein 39 (CAB39)	421.0
Hs~Ref:NM_177974.1~uORF:IOH41242	cancer susceptibility candidate 4 (CASC4), transcript variant 2	420.5
Hs~MGC:BC095485.1~uORF:IOH62662	MAGUK p55 subfamily member 5	420.5
Hs~MGC:BC022996.1~uORF:IOH10666	SH3 domain-binding protein 2	420.0
Hs~MGC:BC006106.1~uORF:IOH6536	ribosomal protein S6 kinase, 70kDa, polypeptide 2 (RPS6KB2)	420.0
Hs~Ref:NM_032750.1~uORF:IOH6797	abhydrolase domain containing 14B (ABHD14B)	419.5
Hs~MGC:BC022319.1~uORF:IOH12335	alcohol dehydrogenase 4 (class II), pi polypeptide (ADH4)	419.5
Hs~MGC:BC033794.1~uORF:IOH21798	HD domain containing 3 (HDDC3)	419.5
Hs~Ref:NM_002540.3~uORF:IOH40890	outer dense fiber of sperm tails 2 (ODF2), transcript variant 1	419.0
Hs~Ref:NM_178859.2~uORF:IOH43037	organic solute transporter beta (OSTbeta)	419.0
Hs~Ref:NM_016276.3~CAT:PV3858	serum/glucocorticoid regulated kinase 2 (SGK2), transcript variant 2	418.5
Hs~Ref:NM_001032293.1~uORF:IOH3584	zinc finger protein 207 (ZNF207), transcript variant 2	418.5
Hs~MGC:BC014959.1~uORF:IOH13467	RING1 and YY1 binding protein (RYBP)	418.5
Hs~MGC:BC040527.1~uORF:IOH27478	coiled-coil domain containing 100 (CCDC100)	418.0
Hs~Ref:NM_032342.1~uORF:IOH6569	chromosome 9 open reading frame 125 (C9orf125)	418.0
Hs~Ref:NM_181900.2~uORF:IOH40592	StAR-related lipid transfer (START) domain containing 5 (STARD5)	417.5
Hs~MGC:BC065534.1~uORF:IOH39945	ATG9 autophagy related 9 homolog A (S. cerevisiae) (ATG9A)	417.5
Hs~Ref:NM_022406.1~uORF:IOH13122	DNA repair protein XRCC4	417.5
Hs~MGC:BC014409.1~uORF:IOH13355	phosphopantothenoylcysteine decarboxylase (PPCDC)	417.0
Hs~MGC:BC035601.1~uORF:IOH27560	WWC family member 3 (WWC3)	416.5
Hs~Ref:NM_018199.1~uORF:IOH4885	exonuclease 3'-5' domain-like 2 (EXDL2)	416.5
Hs~Ref:NM_207430.1~uORF:IOH59509	FLJ46266 protein (FLJ46266), mRNA.	416.0
Hs~MGC:BC014394.1~uORF:IOH22936	A.T hook DNA-binding motif-containing protein 1	416.0
Hs~Ref:NM_005402.1~uORF:IOH26207	v-ral simian leukemia viral oncogene homolog A (ras related) (RALA)	416.0
Hs~MGC:BC037854.1~uORF:IOH27633	dynein, cytoplasmic 1, intermediate chain 1 (DYNC1I1)	416.0
Hs~MGC:BC019909.1~uORF:IOH12023	ATPase family AAA domain-containing protein 2	415.5
Hs~Ref:NM_019087.1~uORF:IOH14821	ADP-ribosylation factor-like 15 (ARL15)	415.5
Hs~Ref:NM_175065.2~uORF:IOH35055	histone cluster 2, H2ab (HIST2H2AB)	415.5
Hs~Ref:NM_152597.3~uORF:IOH25870	Fibrous sheath-interacting protein 1	415.0
Hs~MGC:BC000284.1~uORF:IOH4482	golgi associated, gamma adaptin ear containing, ARF binding protein 2 (GGA2)	415.0
Hs~Ref:NM_003929.1~uORF:IOH4101	RAB7, member RAS oncogene family-like 1 (RAB7L1)	415.0
Hs~Ref:NM_032138.2~uORF:IOH10969	kelch repeat and BTB (POZ) domain containing 7 (KBTBD7)	415.0
Hs~Ref:NM_000666.1~uORF:IOH4147	aminoacylase 1 (ACY1)	415.0
Hs~MGC:BC030530.1~uORF:IOH21699	synovial apoptosis inhibitor 1, synoviolin (SYVN1)	414.5
Hs~Ref:NM_001179.2~uORF:IOH14107	ADP-ribosyltransferase 3 (ART3)	414.5
Hs~MGC:BC057774.1~uORF:IOH29168	RNA (guanine-9-)-methyltransferase domain-containing protein 3	414.0
Hs~Ref:NM_014267.2~uORF:IOH7554	chromosome 11 open reading frame 58 (C11orf58)	414.0
Hs~Ref:NM_080659.1~uORF:IOH7410	chromosome 11 open reading frame 52 (C11orf52)	413.5
Hs~MGC:BC019015.2~uORF:IOH12089	mediator complex subunit 29 (MED29)	413.0
Hs~Ref:NM_003151.2~uORF:IOH56108	Signal transducer and activator of transcription 4	413.0
Hs~MGC:BC024244.1~uORF:IOH40194	splA/ryanodine receptor domain and SOCS box containing 3 (SPSB3)	412.5
Hs~Ref:NM_002190.1~uORF:IOH29641	interleukin 17A (IL17A)	412.5
Hs~Ref:NM_012328.1~uORF:IOH22212	DnaJ (Hsp40) homolog, subfamily B, member 9 (DNAJB9)	412.5
Hs~Ref:NM_005469.2~uORF:IOH41012	acyl-CoA thioesterase 8 (ACOT8), transcript variant 1	412.0
Hs~MGC:BC056415.1~uORF:IOH29068	RNA polymerase II-associated protein 3	411.5
Hs~MGC:BC012485.1~uORF:IOH10861	major histocompatibility complex, class I-related (MR1)	411.5
Hs~MGC:BC013186.1~uORF:IOH10890	RCSD domain containing 1 (RCSD1)	410.5
Hs~MGC:BC103966.1~uORF:IOH63474	Interleukin-1 family member 10	410.5
Hs~Ref:NM_012191.1~uORF:IOH5628	N-acetyltransferase 6 (NAT6)	410.0
Hs~Ref:NM_025231.1~uORF:IOH5460	zinc finger and SCAN domain containing 16 (ZSCAN16)	410.0
Hs~MGC:BC003551.1~uORF:IOH4964	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase) (TGM2)	409.5
Hs~Ref:NM_032338.2~uORF:IOH7537	chromosome 12 open reading frame 31 (C12orf31)	409.5
Hs~MGC:BC034483.1~uORF:IOH22297	heat shock 70kDa protein 1-like (HSPA1L)	409.0
Hs~MGC:BC008641.1~uORF:IOH3164	centrosomal protein 290kDa (CEP290)	409.0
Hs~MGC:BC009074.1~uORF:IOH3371	chromosome 8 open reading frame 70 (C8orf70)	408.5
Hs~MGC:BC036077.1~uORF:IOH27290	G1 to S phase transition 2 (GSPT2)	408.5
Hs~Ref:NM_031268.3~uORF:IOH27406	3-phosphoinositide dependent protein kinase-1 (PDPK1), transcript variant 2	407.5
Hs~Ref:NM_002704.1~uORF:IOH12030	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7) (PPBP)	407.5
Hs~Ref:NM_003952.1~N/A	Ribosomal protein S6 kinase beta-2	407.5
Hs~MGC:BC033731.1~uORF:IOH21804	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 (APPL2)	407.5
Hs~MGC:BC031608.1~uORF:IOH22796	REST corepressor 3 (RCOR3)	407.5
Hs~MGC:BC022361.1~uORF:IOH14170	rRNA-processing protein FCF1 homolog	407.0
Hs~Ref:NM_001493.1~uORF:IOH3509	GDP dissociation inhibitor 1 (GDI1)	406.5
Hs~Ref:NM_005926.2~uORF:IOH27077	microfibrillar-associated protein 1 (MFAP1)	406.0
Hs~MGC:NM_152613.1~uORF:IOH10808	WBP2 N-terminal like (WBP2NL)	405.5
Hs~Ref:NM_000998.3~uORF:IOH1576	ribosomal protein L37a (RPL37A)	405.5
Hs~Ref:NM_054012.1~uORF:IOH14007	argininosuccinate synthetase 1 (ASS1), transcript variant 2	405.5
Hs~Ref:NM_001008710.1~uORF:IOH59674	RNA-binding protein with multiple splicing	405.5
Hs~Ref:NM_020465.2~uORF:IOH40985	NDRG family member 4 (NDRG4)	405.0
Hs~Ref:NM_001790.2~uORF:IOH14569	cell division cycle 25 homolog C (S. pombe) (CDC25C), transcript variant 1	405.0
Hs~Ref:NM_153750.1~uORF:IOH43458	chromosome 21 open reading frame 81 (C21orf81)	405.0
Hs~Ref:NM_006442.2~uORF:IOH14520	DR1-associated protein 1 (negative cofactor 2 alpha) (DRAP1)	405.0
Hs~MGC:BC002940.1~uORF:IOH5740	Zinc finger protein ZXDC	405.0
Hs~MGC:BC067446.1~uORF:IOH40156	disabled homolog 1 (Drosophila) (DAB1)	404.0
Hs~MGC:BC002559.1~uORF:IOH4053	YTH domain family, member 2 (YTHDF2)	404.0
Hs~MGC:BC011635.1~uORF:IOH14421	SET domain and mariner transposase fusion gene (SETMAR)	404.0
Hs~MGC:BC047455.1~uORF:IOH26531	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 (DDX4)	404.0
Hs~Ref:NM_002561.1~uORF:IOH29559	purinergic receptor P2X, ligand-gated ion channel, 5 (P2RX5), transcript variant 1	404.0
Hs~MGC:BC008250.1~uORF:IOH3397	ethylmalonic encephalopathy 1 (ETHE1)	403.5
Hs~MGC:BC010426.1~uORF:IOH12487	cDNA clone MGC:15478 IMAGE:2967661, complete cds	403.5
Hs~Ref:NM_144638.1~uORF:IOH10667	transmembrane protein 42 (TMEM42)	403.0
Hs~MGC:BC043394.1~uORF:IOH26350	ankyrin repeat domain 17 (ANKRD17)	403.0
Hs~MGC:BC043348.2~uORF:IOH26348	retinitis pigmentosa 2 (X-linked recessive) (RP2)	402.5
Hs~Ref:NM_000619.2~CAT_PHC4031	Interferon gamma	402.0
Hs~MGC:BC028935.1~uORF:IOH22836	chromosome 3 open reading frame 64 (C3orf64)	402.0
Hs~Ref:NM_014943.3~uORF:IOH28064	zinc fingers and homeoboxes 2 (ZHX2)	402.0
Hs~Ref:NM_001799.2~CAT:PV3868	cyclin-dependent kinase 7	402.0
Hs~Ref:NM_004092.2~uORF:IOH54943	Enoyl-CoA hydratase, mitochondrial	402.0
Hs~MGC:BC066353.1~uORF:IOH40075	LIM homeobox transcription factor 1, alpha (LMX1A)	401.5
Hs~Ref:NM_031407.1~uORF:IOH1984	E3 ubiquitin-protein ligase HUWE1 (Fragment)	401.5
Hs~MGC:BC009250.1~uORF:IOH27775	guanine nucleotide binding protein-like 2 (nucleolar) (GNL2)	401.5
Hs~Ref:NM_139201.1~uORF:IOH3954	G protein-coupled receptor kinase interactor 2 (GIT2), transcript variant 4	400.5
